"","feature","EM-Percentile-tos-585","EM-Percentile-tos-245","EM-Percentile-tos-126"
"79","Acesta_rathbuni",59.0163934426229,54.207650273224,62.5136612021858
"80","Achaeus_curvirostris",57.2423398328691,53.4818941504178,61.6991643454039
"81","Achaeus_lacertosus",59.5567867036011,54.9861495844875,62.6038781163435
"82","Achelia_assimilis",62.9916183107673,59.1876208897486,66.0219213410703
"83","Achelia_besnardi",65.2747252747253,61.2087912087912,65.2747252747253
"84","Achelia_nana",62.9133858267717,58.503937007874,64.0157480314961
"85","Achelia_sawayai",70.3102961918195,67.1368124118477,69.5345557122708
"86","Aciculites_orientalis",77.2787318361955,75.0330250990753,79.5244385733157
"87","Aciculites_tulearensis",59.5070422535211,54.9295774647887,62.5586854460094
"88","Acoetes_pacifica",90,90.7407407407407,88.1481481481482
"89","Acreichthys_radiatus",65.080875356803,60.7040913415794,65.2711703139867
"90","Acreichthys_tomentosus",61.6915422885572,57.2139303482587,63.3084577114428
"91","Acrocalanus_gibber",59.781911481719,53.1751122514432,62.3476587556126
"92","Acropoma_japonicum",58.2184517497349,54.1887592788971,61.2937433722163
"93","Acropoma_lecorneti",67.8836633663366,62.0668316831683,81.9925742574257
"94","Acropora_abrotanoides",69.375,66.171875,68.75
"95","Acropora_aculeus",65.3636363636364,61.0909090909091,65.8181818181818
"96","Acropora_anthocercis",65.053242981607,60.2129719264279,65.5372700871249
"97","Acropora_aspera",65.8058771148709,61.1754229741763,66.1620658949243
"98","Acropora_austera",69.1464369616288,65.9357870007831,68.5199686765857
"99","Acropora_carduus",68.5064935064935,65.0974025974026,68.8311688311688
"100","Acropora_cerealis",66.4590747330961,62.0996441281139,65.6583629893238
"101","Acropora_chesterfieldensis",66.4712778429074,63.7749120750293,66.0023446658851
"102","Acropora_clathrata",68.6991869918699,65.1219512195122,68.6991869918699
"103","Acropora_cytherea",69.4466095089634,66.2509742790335,68.7451286048324
"104","Acropora_danai",69.6472518457752,67.1862182116489,69.8933552091879
